Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,LCA_prediction,LCA_raw_response,LCA_elapsed_s,abstract_missing
J,"Amjad, U; Sarir, M; Khan, D; Haq, IU; Khawaja, MWA; Mahmood, K",,,,"Amjad, Usman; Sarir, Muhammad; Khan, Diyar; Haq, Inzimam Ul; Khawaja, Muhammad Wajahat Ali; Mahmood, Khalid",,,"Effect of Sugar Cane Bagasse Ash Incorporated as Viscosity Modifying Agent on Fresh, Microstructure and Mechanical Properties of Self-Compacting Concrete",INTERNATIONAL JOURNAL OF CONCRETE STRUCTURES AND MATERIALS,,,,,,,,,,,,"The global construction industry faces a crucial challenge reconciling economic growth with environmental sustainability, notably due to the significant environmental impact of cement production, particularly in countries like Pakistan. As the demand for cement grows, so does the carbon footprint and environmental degradation, necessitating the exploration of sustainable alternatives like sugarcane bagasse ash (SBA), a byproduct of sugarcane processing, to mitigate these issues while also addressing rising costs in concrete production. Embracing SBA offers a promising avenue to alleviate environmental concerns and enhance the sustainability of the construction sector. This study investigated the SBA properties and effectiveness as a viscosity modifying agent (VMA) in self-compacting concrete (SCC), examining varying SBA content effects on fresh and hardened SCC properties. The hydration and microstructure properties were evaluated by using X-ray diffraction (XRD), scanning electron microscopy (SEM), and mercury intrusion porosimetry (MIP) to investigate SBA-based SCC. The results indicate that SBA has the potential to enhance mechanical and microstructural properties by possibly increasing the formation of Calcium Silicate Hydrate (CSH) gel. Adding 5% SBA demonstrated favorable fresh properties while incorporating up to 15% SBA showed improvements in compressive strength. Overall, adding SBA to cement manufacturing during clinkerization can reduce environmental pollution and lower production costs.",,,,,,"Khawaja, Muhammad Wajahat Ali/0000-0002-0248-5991",,,,,,,,,,,,,1976-0485,2234-1315,,,,JAN 1,2025,19.0,1,,,,,,,2,10.1186/s40069-024-00718-4,0.0,,,,,,,,,,,,,WOS:001386428600001,0,0,0,6.59,False
J,"Shirzad, N; Shahgholi, G; Ardabili, S; Szymanek, M",,,,"Shirzad, Naim; Shahgholi, Gholamhossein; Ardabili, Sina; Szymanek, Mariusz",,,Evaluation of the life cycle and determining the degree of firmness and acidity of rose apple with image processing and neural network with the grey wolf method to predict environmental effects,JOURNAL OF ECOLOGICAL ENGINEERING,,,,,,,,,,,,"This study evaluates the process of detecting the degree of firmness and pH of rose apples with the help of image processing from the point of view of environmental effects. The process of this study started with image processing. In image processing, the selected samples were photographed with a charge-coupled device (CCD) camera, and red (R), green (G), and blue (B) values were extracted with the image processing algorithm in MATLAB software. Next, the hardness and acidity values of the samples were extracted using laboratory steps. Next, with the inputs of each test, the life cycle assessment (LCA) list was prepared. Then, with the Impact 2002+ method, the list was subjected to life cycle evaluation, and the middle and final effects of the analyses were extracted. Next, the neural network and grey wolf optimizer (GWO) methods were used to predict environmental effects. Based on the results, it was determined that the values of R and G had the highest effect on estimating pH and the values of B and G had the highest effect on estimating the product's hardness. Also, the results of evaluating the accuracy of the artificial neural network combined with the grey wolf optimizer showed that the accuracy of the estimation of environmental effects in the evaluation of pH was about 3-5% higher than that of soluble solid content (SSC). Based on the findings, using the integrated machine learning (ML) system with image processing is a reliable method to estimate the environmental effects of detecting the quality characteristics of Iranian rose apples entirely non-destructively.",,,,,"Ardabili, Sina/X-8072-2019; Szymanek, Mariusz/U-9805-2018","Szymanek, Mariusz/0000-0002-3337-0337",,,,,,,,,,,,,2299-8993,,,,,,2025,26.0,2,,,,,73,84,,10.12911/22998993/195972,0.0,,,,,,,,,,,,,WOS:001382048100007,0,1,1,7.32,False
J,"Bashiri, B; Pinheiro, ACDS; Tappi, S; Rocculi, P; Kaleda, A; Vilu, R",,,,"Bashiri, Bashir; Pinheiro, Ana Cristina De Aguiar Saldanha; Tappi, Silvia; Rocculi, Pietro; Kaleda, Aleksei; Vilu, Raivo",,,Life cycle assessment of laboratory-scale chitosan production: comparison of highpressure processing-assisted and conventional methods,PROCEEDINGS OF THE ESTONIAN ACADEMY OF SCIENCES,,,,,,,,,,,,"Chitosan is in high demand due to its wide range of applications, resulting in a reliable market. Conventional chemical extraction methods of chitosan are harsh, require strong acids and bases, and produce toxic waste products. High-pressure processing (HPP)-assisted chemical extraction of chitosan has the potential to result in a higher production yield. It is crucial to evaluate the environmental performance of this method. This paper presents a comprehensive comparative analysis of chitosan production methods from an environmental perspective, focusing on HPP-assisted and conventional techniques. Employing life cycle assessment (LCA) methodologies, the study evaluates the environmental footprints of conventional and HPPsuperior environmental performance, particularly in reducing climate change impact by 64% compared to conventional methods. Sensitivity and scenario analyses confirm the robustness of findings, considering changes in electricity production regions and alternative char ac terization methods. Uncertainty analysis indicates moderate uncertainty levels, affirming data reliability. The study concludes that HPP-assisted chitosan production offers a more sus tainable approach with lower environmental footprints across various endpoints. These find ings provide valuable guidance for stakeholders in the chitosan industry to enhance sus tainability practices and minimize environmental impacts.",,,,,"Tappi, Silvia/T-6178-2018; Bashiri, Bashir/LTC-8491-2024; Kaleda, Aleksei/LGZ-9450-2024; /AAY-9780-2020; Pinheiro, Ana Cristina/JSL-7043-2023; Rocculi, Pietro/AGY-9066-2022","Tappi, Silvia/0000-0003-0711-859X; Bashiri, Bashir/0009-0001-7739-0591; Kaleda, Aleksei/0000-0001-9003-130X;",,,,,,,,,,,,,1736-6046,1736-7530,,,,,2025,74.0,1,,,,,1,14,,10.3176/proc.2025.1.01,0.0,,,,,,,,,,,,,WOS:001382158700001,0,1,1,5.99,False
J,"Fitzpatrick, CM; Meinrenken, CJ; Eimicke, WB",,,,"Fitzpatrick, Colleen M.; Meinrenken, Christoph J.; Eimicke, William B.",,,"Comparison of Climate Impact, Clinical Outcomes, and Cost-Efficiency of Pediatric Transumbilical Laparoscopic-Assisted Appendectomy vs Standard 3-Port Laparoscopic Appendectomy",JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS,,,,,,,,,,,,"BACKGROUND:Healthcare is responsible for 8.5% of US greenhouse gas emissions. This impact must be mitigated while maintaining clinical excellence. This study compares clinical outcomes, cost-efficiency, and climate impact of transumbilical laparoscopic-assisted appendectomy (TULAA) vs 3-port laparoscopic appendectomy (LA).STUDY DESIGN:IRB approval was obtained. Appendectomies performed between January 1, 2020, and December 31, 2022, at a tertiary children's hospital were reviewed. Data abstracted included clinical characteristics, operative approach and findings, supplies and equipment used, and complication. For analysis, TULAA was combined with cases converted to LA (TULAA+C). To determine a surgical site infection increase of <= 2.5%, a minimum sample size of 479 patients per group was needed to achieve a power of 80%. A composite supply list for each approach was determined by averaging supplies from cases reviewed. The composite was used to calculate cost-efficiency and climate impact. Life cycle assessment was used to determine the carbon footprint (according to International Organization for Standardization standard 14067) of supplies and equipment.RESULTS:Analysis was performed on 1,611 appendectomies: 497 LA and 1,114 TULAA+C (932 TULAA and 182 converted). Except for BMI, there were no clinically significant differences between groups. Surgical site infection did not increase with TULAA+C (15, 1.3%) vs LA (6, 1.2%), p = 0.81. TULAA+C ($369.21 per case) was more cost-efficient than LA ($879.30 per case) and TULAA+C (24.8 kilograms of carbon dioxide equivalents) produced fewer emissions than LA (27.4 kilograms of carbon dioxide equivalents).CONCLUSIONS:Although patient safety and excellent clinical outcomes must remain the top priority in healthcare, the current environmental crisis demands consideration of climate impact. When clinical noninferiority can be demonstrated, treatment options with fewer greenhouse gas emissions should be chosen.",,,,,"Meinrenken, Christoph/D-3929-2013; Fitzpatrick, Colleen/MSW-5640-2025",,,,,,,,,,,,,,1072-7515,1879-1190,,,,JAN,2025,240.0,1,,,,,113,121,,10.1097/XCS.0000000000001146,0.0,,,,,,,,39023165.0,,,,,WOS:001378875700008,0,1,1,8.38,False
J,"Azeez, HL; Ahmed, BO; Al-Waeli, AHA",,,,"Azeez, Hariam Luqman; Ahmed, Banw Omer; Al-Waeli, Ali H. A.",,,A case for replacing local generators by a service using only renewable energy sources in the city of Sulaymaniyah,INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES,,,,,,,,,,,,"Despite the abundance of oil and gas reserves in the Kurdistan region, a critical challenge persists in fully meeting the region's electricity demand. Local investors, recognising the daily shortfall of electricity in homes lasting six to eight hours, have introduced diesel generators to bridge the gap. Presently, each neighbourhood relies on multiple diesel generators to address the electricity deficit. However, these local generators pose significant issues, including inadequate power supply, substantial pollution, noise emissions, high-fuel consumption and an unsightly appearance. Given the region's suitability for renewable energy, coupled with the intermittent nature of electricity demand, there arises a logical opportunity to develop a service as an alternative to local generators. This paper aims to explore the viability of such a service, intending to replace local diesel generators with a renewable energy solution. The study undertakes the following tasks: (i) conducting a life cycle assessment of local diesel generators to evaluate their environmental impact, cost-effectiveness and social acceptability, (ii) assessing the potential of Sulaymaniyah for renewable energy applications, particularly solar photovoltaic (PV) panels and wind turbines and (iii) incorporating a neighbourhood survey in Sulaymaniyah to gauge resident opinions and reactions toward the proposed renewable energy service.",,,,,"Alwaeli, Ali/A-5238-2018",,,,,,,,,,,,,,0954-7118,1741-5128,,,,,2025,47.0,1-2,,,,,,,,10.1504/IJGEI.2025.143356,0.0,,,,,,,,,,,,,WOS:001379727600010,0,1,1,5.99,False
J,"Orebiyi, MA; Moore, L; Jones, S; Smith, V",,,,"Orebiyi, Mark Adebamibo; Moore, Laura; Jones, Stephen; Smith, Virginia",,,Identifying parameters impacting WASH STEM education across the globe,ENVIRONMENTAL RESEARCH LETTERS,,,,,,,,,,,,"This study seeks to assess the parameters impacting successful water, sanitation and hygiene (WASH) science, technology, engineering, and math (STEM) educational outreach. Previous studies have shown a correlation between underprivileged communities and significant impacts due to water related disasters, such as flooding or water related illnesses. As a result, for several decades the international development community has invested in WASH-related infrastructure. Lessons learned through these investments has shown the need for WASH educational outreach to build community awareness and encourage behavioral change, ultimately ensuring the sustainability and impact of the WASH infrastructure. Many WASH infrastructure programs have incorporated WASH education programs, particularly those led by the community. Often this occurs through primary and secondary schools. While WASH STEM education promotes local project ownership, leading to an increased understanding of water management and infrastructure resiliency, these educational programs are not always successful. There is a knowledge gap in understanding what makes WASH STEM education and outreach effective. This research project investigated some of the parameters influencing students' performance on an assessment of WASH STEM curricula. This was done through deploying two water resource learning modules and assessments to secondary school students in Cambodia, India, Nicaragua, and the United States. The results revealed a correlation between how well the students comprehended the information according to the assessment and how relevant the students found the material to their own lives. The insight gained from this study can create more impactful WASH STEM education and outreach programs for water resource projects, and beyond.",,,,,,"Smith, Virginia/0000-0002-5640-8692; Orebiyi, Mark/0009-0005-8362-7443",,,,,,,,,,,,,1748-9326,,,,,JAN 1,2025,20.0,1,,,,,,,14024,10.1088/1748-9326/ad9bcc,0.0,,,,,,,,,,,,,WOS:001379297900001,0,0,0,5.94,False
J,"Wang, BB; Wang, PF; He, HX; Zorn, C; Guo, WZ; Wu, JR; Yu, CQ; Huang, X",,,,"Wang, Beibei; Wang, Peifang; He, Hongxing; Zorn, Conrad; Guo, Wenzhou; Wu, Jiarui; Yu, Chaoqing; Huang, Xiao",,,Livestock-cropland re-coupling and intensive farming: strategies for enhancing greenhouse gas mitigation and eco-efficiency in wheat-maize production in North China Plain,ENVIRONMENTAL RESEARCH LETTERS,,,,,,,,,,,,"Using manure compost can be an effective strategy to sustain crop production, mitigate greenhouse gas (GHG) emissions, and promote soil organic carbon (SOC) sequestration. However, in the North China Plain (NCP)-a key food hub in China-the disconnect between livestock farms and croplands limits manure recycling, obscuring its potential environmental benefits and economic costs. This study employs a life cycle assessment method to quantify GHG and ammonia emissions, SOC sequestration, economic performance, and the eco-efficiency of wheat-maize production in the NCP across six livestock-cropland coupling scenarios: farmers' practice (FP), traditional household farming (HF), modern intensive decoupled systems with low (L), medium (M), and high (H) manure returning rates, and an intensive coupled system with optimum manure returning rate (IC). The results show that increasing manure return rates in intensive systems decreases the net global warming potential (NGWP), emphasizing the importance of livestock-cropland re-coupling. Emissions embodied in the field input supply chain was identified as a major NGWP contributor, while SOC accumulation significantly contributed to net GHG mitigation. The IC scenario is both the most economically viable ($322.8 (t grain)-1) and eco-efficient (1.03 kg CO2-eq USD-1) system. With the same compost application rates, intensive farming reduced the NGWP by 26.1% compared to household farming, despite trade-offs between GHG and NH3 emissions. The FP scenario had the highest climate impact (722.8 kg CO2-eq (t grain)-1) and the lowest eco-efficiency (4.91 kg CO2-eq USD-1). These insights advance our understanding of sustainable management practices for pursuing synergistic progress in economic gains, environmental conservation, and sustainable agricultural production.",,,,,"Zorn, Conrad/P-3672-2015; wang, pei/MTG-1182-2025; He, Hongxing/Y-8691-2019","Zorn, Conrad/0000-0003-3101-1004; Huang, Xiao/0000-0001-8032-9444; He, Hongxing/0000-0003-4953-7450; guo, wenzhou/0000-0002-4222-4980",,,,,,,,,,,,,1748-9326,,,,,JAN 1,2025,20.0,1,,,,,,,14032,10.1088/1748-9326/ad98a9,0.0,,,,,,,,,,,,,WOS:001379242400001,0,1,1,7.48,False
J,"Igumnov, L; Volkov, I; Volkov, A; Eremeyev, VA",,,,"Igumnov, Leonid; Volkov, Ivan; Volkov, Andrey; Eremeyev, Victor A.",,,Numerical Analysis of Resource Characteristics of Structural Elements under Thermocycling Loading,JOURNAL OF APPLIED AND COMPUTATIONAL MECHANICS,,,,,,,,,,,,"We discuss methodological aspects of assessment of the service life of structures and devices used in new technologies, paying a particular attention to non-stationary thermomechanical loading of dangerous zones of the systems under investigation. As result, using the approach of modern mechanics of the degradable continuum, we develop a model describing the associated processes of viscoplastic deformation and damage accumulation and adapted it to description of thermal fatigue. The presented model describes the main effects of inelastic deformation and damage accumulation processes in polycrystalline structural alloys for arbitrary complex deformation trajectories. A combined form of the kinetic equations for damage accumulation in the areas of interaction between low-cycle fatigue and long-term strength has been proposed, which makes it possible to properly describe the nonlinear nature of the damage accumulation.",,,,,"Eremeyev, Victor/B-1478-2010; Igumnov, Leonid/E-3487-2014",,,,,,,,,,,,,,2383-4536,,,,,JAN,2025,11.0,1,,,,,73,81,,10.22055/JACM.2024.46323.4498,0.0,,,,,,,,,,,,,WOS:001375268700006,0,0,0,6.02,False
J,"Teston, A; Ghisi, E; Vaz, ICM; de Carvalho, JWLT; Mayer, D; Teixeira, CA",,,,"Teston, Andrea; Ghisi, Enedir; Vaz, Igor Catao Martins; de Carvalho, Juliana Wilse Landolfi Teixeira; Mayer, Diego; Teixeira, Celimar A.",,,Water Balance Modeling as a Tool for Assessing the Inventory Flows of Urban Water Systems and Water Consumption in Buildings,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,,,,,,,,,,,,"A water balance modeling method was developed and applied to assess the water flow impact on urban water systems and water consumption in buildings. The method is based on the computational tool Aquacycle and a case study applied in a city in Brazil. Some modifications have been made to Aquacycle, including using urban drainage and sewage structures commonly applied in Brazil and parameters closer to the Brazilian reality. Such structures are decentralized wastewater treatment systems, deep tubular wells, irregular urban networks, and covered tanks for storing rainwater. Also, an automatic rainwater harvesting system was considered for flood mitigation. The water balance proposed may also be used for a modular assessment approach in urban water systems, aiming to facilitate the application of life-cycle assessment. A case study also aimed to assess alternative water supply in buildings, including scenarios with and without rainwater harvesting. The most significant positive impacts of using rainwater in buildings were a decrease of almost 6% in stormwater runoff and a decrease of water consumption by around 30%. There is a substantial waste of water in the distribution process, which, although it favors groundwater recharge, can have a high impact when considering energy and chemical products consumption. All contributions obtained via modeling can be used to provide specific fluxes in each component that can be used for technical, financial, or environmental evaluations, such as life-cycle approaches, carbon footprint, and cost-benefit assessment.",,,,,"Vaz, Igor/AEO-6870-2022; Ghisi, Enedir/AAS-8755-2020","Vaz, Igor/0000-0003-2433-223X; Teston, Andrea/0000-0001-7529-382X; Ghisi, Enedir/0000-0001-5918-6397",,,,,,,,,,,,,0733-9496,1943-5452,,,,JAN 1,2025,151.0,1,,,,,,,5024015,10.1061/JWRMD5.WRENG-6426,0.0,,,,,,,,,,,,,WOS:001364570600008,0,0,0,5.53,False
J,"Rahman, MK; Kailani, HY; Bahraq, AA; Al-Dulaijan, SU; Ahmed, S",,,,"Rahman, Muhammad K.; Kailani, Hashem Y.; Bahraq, Ashraf A.; Al-Dulaijan, Salah U.; Ahmed, Shamsad",,,"Development of Water-Cured Alkali-Activated Concrete with a High Volume of Silica-Rich Waste Limestone Powder and GGBS and Fly Ash Materials: Strength, Durability, and Life Cycle Assessment",JOURNAL OF MATERIALS IN CIVIL ENGINEERING,,,,,,,,,,,,"Significant amounts of finely ground waste powder are produced during the heating process of silica-rich limestone aggregates in asphalt concrete plants. This resulting by-product poses challenges and opportunities in the scope of environmental sustainability, waste management, and resource utilization. Some attempts were made to utilize limestone powder in concrete production; however, its use was limited to a small quantity. Thus, this paper explores the feasibility of utilizing a high proportion of silica-rich waste limestone powder (LSP) in combination with ground granulated blast furnace slag (GGBS) and fly ash (FA) as precursor materials in producing alkali-activated mixtures. A series of experiments were conducted to evaluate the mechanical properties, durability characteristics, and microstructural analysis of the developed water-cured alkali-activated mortars and concrete. The results showed that the mixtures having a high volume of LSP (40%-50%) and GGBS/FA as precursor materials demonstrated adequate flowability (186-240 mm), satisfactory compressive strength (33-45 MPa), and good durability (water absorption was in the range of 2.6%-3.8%). In addition, the microstructural analysis in terms of scanning electron microscope (SEM), energy dispersive spectroscope (EDS), and Fourier transform infrared (FTIR) spectrometer revealed a dense microstructure with gel formation, which was correlated to mechanical strength. Finally, the environmental impact based on the life cycle assessment was evaluated, and the developed mixtures exhibited an average emission reduction of 63% compared with traditional concrete. The findings of this study suggest that waste LSP, typically disposed in landfills, can be effectively utilized up to 50% in the production of environmentally sustainable concrete.",,,,,"Bahraq, Ashraf/GOV-6705-2022; Rahman, M./F-1559-2015; AL Dulaijan, Salah/JCD-7410-2023","Bahraq, Ashraf/0000-0002-0583-5002; Ahmad, Shamsad/0000-0001-7939-7319;",,,,,,,,,,,,,0899-1561,1943-5533,,,,JAN 1,2025,37.0,1,,,,,,,4024448,10.1061/JMCEE7.MTENG-17475,0.0,,,,,,,,,,,,,WOS:001364634200001,0,1,1,6.53,False
J,"Roussanaly, S; Gundersen, T; Ramirez, A",,,,"Roussanaly, Simon; Gundersen, Truls; Ramirez, Andrea",,,Putting the costs and benefits of carbon capture and storage into perspective: a multi-sector to multi-product analysis,PROGRESS IN ENERGY,,,,,,,,,,,,"Carbon dioxide capture, transport, and storage (CCS) is essential in achieving the net-zero target. Despite this increasing recognition, current CCS deployments are far behind targeted ambitions. A key reason is that CCS is often perceived as too expensive. While assessments of the costs of CCS have traditionally looked at impact at the plant level, the present study seeks to understand the costs and environmental benefits that will be passed to consumers via end-products and services. In particular, nine end-products/services (bridge construction, electricity from onshore wind power, electricity from offshore wind power, transport of a container via ship, a magazine, the production and transport of an avocado, a beer can, waste treatment via waste-to-energy, and long-distance air travel) connected to ten potential areas of application for CCS (cement production, iron and steel production, oil and gas production, natural gas processing, refining, ship propulsion engines, pulp and paper production, urea production, waste-to-energy, and direct air capture). The evaluations highlight that significant emission reductions (beyond 50%) could be achieved at marginal costs for end-users in six end-products/services: bridge construction, electricity from onshore wind power, electricity from offshore wind power, transport by ship, magazine, and waste treatment. Moderate emission reductions (between 11 and 37%) could be achieved in two cases at virtually no cost (increase below 1%): beer can and avocado production. Finally, only the case of using direct air capture to compensate for emissions from air travel was found to raise the cost for end-users significantly. Although more research is still needed in this area, this work broadens our understanding of the real cost and benefits of CCS and provides useful insights for decision-makers and society.",,,,,"; Ramirez, Andrea/A-8798-2010; Roussanaly, Simon/O-5500-2017","Gundersen, Truls/0000-0003-2553-5725; Ramirez, Andrea/0000-0003-4715-9548; Roussanaly, Simon/0000-0002-4757-2829",,,,,,,,,,,,,,2516-1083,,,,JAN 1,2025,7.0,1,,,,,,,13002,10.1088/2516-1083/ad9075,0.0,,,,,,,,,,,,,WOS:001360107400001,0,0,0,6.63,False
J,"León, LDE; Escócio, VA; Visconte, LLY; de Sousa, AMF; da Silva, ALN; Pacheco, EBAV",,,,"Leon, Lumirca Del Valle Espinoza; Escocio, Viviane Alves; Visconte, Leila Lea Yuan; de Sousa, Ana Maria Furtado; da Silva, Ana Lucia Nazareth; Pacheco, Elen Beatriz Acordi Vasques",,,"Rotational molding of LLDPE/coir fiber composites: Effect of fiber on mechanical, thermal, morphological and flammability properties",EXPRESS POLYMER LETTERS,,,,,,,,,,,,"This study uses a rotomolding procedure to produce hollow cubes made of linear low-density polyethylene (LLDPE) and coconut fibers (CF). The purpose is to investigate the effect of different CF content (0, 5, 12.5, and 20 wt%) and size (100 and 50 mesh) on composite properties. As the CF content rises, the density of all composites decreases due to an increase in material porosity, a result of poor adhesion between the fiber and LLDPE. Impact strength reduced as the content of CF increased, except for the composite with 5 wt% of CF and 50 mesh size. The ineffective adhesion between coir fibers and LLDPE, along with the presence of voids in the matrix, caused the mechanical properties to deteriorate as the CF content increased. The flammability test revealed that all samples dripped. The neat LLDPE sample deformed, whereas the LLDPE/CF composites maintained their shape. This behavior suggests that CF plays a structural role in burning composites. Maleic anhydride-grafted polyethylene (MAPE), calcium stearate, and magnesium stearate additives did not contribute to reducing the composite's porosity. MAPE was the only additive that did not reduce the elastic modulus of composites.",,,,,"; Pacheco, Élen/AAJ-2653-2021; de Sousa, Ana/I-3741-2019; da Silva, Ana/I-3129-2014","Espinoza, Lumirca/0000-0002-0045-2061;",,,,,,,,,,,,,1788-618X,,,,,JAN,2025,19.0,1,,,,,76,93,,10.3144/expresspolymlett.2025.6,0.0,,,,,,,,,,,,,WOS:001356669600006,0,0,0,6.17,False
J,"Purwani, A; Sutopo, W; Hisjam, M; Widiyanto, A",,,,"Purwani, Annie; Sutopo, Wahyudi; Hisjam, Muhammad; Widiyanto, Anugrah",,,Approach For Determining Cut-off Values For Electric Motorcycle Swap Battery Before The End-of-life In The Recycling Classification,JOURNAL OF APPLIED SCIENCE AND ENGINEERING,,,,,,,,,,,,"Several strategies and attempts have been made to accelerate the transition from internal combustion engines (ICE) to electric vehicles (EVs). This acceleration also has implications for the increasing swap battery waste on electric motorcycles. End-of-life (EoL) swap batteries on electric motorcycles have reached the end of their useful life in large quantities and potentially endangering human health, ecosystems, and resource availability. The management of the EoL swap battery should involve electric motorcycle manufacturers, swap battery manufacturers, swap station managers, EoL battery collectors, and battery recycling managers. Determining the recycling classifications before EoL (mentioned as the EoL cut-off) is, thus the key to sustainability. The best cut-off index was determined by finding the best trade-off among treatment recycling classification, swap battery performance, material circulation, and the potential environmental impacts. The approached to finding the best trade-off was using response surface methodology (RSM). Repair, remanufacture, or reuse are alternatives to EoL management maintenance Swap battery performance is based on the state of health (SoH) of the battery. Material circularity was measured using material flow analysis. Potential environmental impacts were gauged using life cycle assessment (LCA). The RSM results revealed that the optimal cut-off index occurred before EoL when the swap battery's State of Health (SoH) was 81.76%. The recommended recycling classification is repair treatment, as it reduces environmental impact and promotes significant material circularity.",,,,,"Hisjam, Muh/AAL-2242-2020; Widiyanto, Anugerah/ABH-9959-2020; Sutopo, Wahyudi/AAO-2300-2020","Hisjam, Muh/0000-0003-2559-5656; Widiyanto, Anugerah/0000-0002-6172-1886;",,,,,,,,,,,,,2708-9967,2708-9975,,,,,2025,28.0,4,,,,,811,820,,10.6180/jase.202504_28(4).0013,0.0,,,,,,,,,,,,,WOS:001306018900013,0,1,1,5.24,False
J,"Deng, C; Erez-Henderson, E; Stringer, T; Nakarado, CH",,,,"Deng, Cynthia; Erez-Henderson, Elif; Stringer, Thomas; Nakarado, Christian Hart",,,Accounting for Other Lives in Life Cycle Assessment: A Case Study in Designed Reuse and Decay,TECHNOLOGY-ARCHITECTURE + DESIGN,,,,,,,,,,,,"Life Cycle Assessments (LCAs) are essential for evaluating the environmental impact of buildings but often rely on incomplete or unverifiable data. Even more troublesome is the typical LCA assumption of cradle-to-grave design, which runs counter to urgent calls for building and material reuse and precludes alternative timelines of life in the life cycles assessed. Through a small-scale case study-a structure made from reused components, designed for zero operational emissions, and intended to weather and decay in collaboration with other species- the authors highlight the challenges of assessing structures composed of salvaged materials through conventional LCA methods. Thus, this paper proposes rethinking LCA methodologies, particularly the reuse factor and its assumptions about the useful lifetimes of buildings and their constituent parts.",,,,,"Deng, Cynthia/NTQ-3485-2025","Deng, Cynthia/0009-0009-1828-026X; Erez-Henderson, Elif/0009-0005-8392-1343; Nakarado, Christian/0009-0005-4094-6807",,,,,,,,,,,,,2475-1448,2475-143X,,,,JAN 2,2025,9.0,1,,,SI,,203,216,,10.1080/24751448.2025.2476884,0.0,,,,,,,,,,,,,WOS:001519129700024,0,1,1,3.94,False
J,"Kopperi, H; Mamidi, V; Suresh, G; Mohan, SV",,,,"Kopperi, Harishankar; Mamidi, Vishnuvardhan; Suresh, G.; Mohan, S. Venkata",,,Tandem chemical hydrolysis and bioelectrochemical upcycling of waste polyethylene terephthalate (PET) for sustainable biobutanol and ethanol production ensuring plastics circularity,GREEN CHEMISTRY,,,,,,,,,,,,"To establish a sustainable plastic system, it is crucial to implement effective recycling and upcycling strategies that circulate the materials within the market and prevent them from entering the ecosystems. Polyethylene terephthalate (PET), which is the most widely used fossil-derived synthetic polyester, is usually disposed as waste. Development of novel chemical upcycling technologies that can transform plastic wastes into economically viable chemicals is crucial to establish a circular plastics economy. This study delineated a methodology to combine mild chemical pretreatment and biocatalysts via bio-electrofermentation for the conversion of waste PET to sustainable biofuel blendstocks. Initially, PET was depolymerised to its monomers using an alkali catalyst (>98% conversion efficiency), and their structural characteristics were confirmed using FT-IR, NMR (1H and 13C), TGA, FESEM, XRD and XPS techniques. Furthermore, co-culturing with Klebsiella sp. and Clostridium sp. showed positive result towards TPA degradation (55%-74%) with various applied poised potentials to yield high-value bio-fuels. The electrochemical analysis highlighted the role of applied potential in the bioelectrochemical system (BES), where the +0.8 V condition consistently demonstrated a better performance across all metrics, including electron flux, substrate conversion, and product yield. The maximum yield were found to be 0.31 g L-1 for butanol and 0.23 g L-1 for ethanol at +0.8 V in the BES. On the other hand, the life cycle assessment (LCA) methodology was employed to understand the environmental footprints of the studied upcycling process, and it showed a global warming potential of 1.13 ton CO2 eq. per ton biofuel. While, recycling PET accounted for 1.96 ton CO2 eq. and 3.06 ton CO2 eq. from the ideal PET production process. Alternatively, other chemical and enzymatic PET upcycling processes had 3-7 times higher impacts. Therefore, the present work paves a new way for the upcycling of PET and makes a significant contribution to the development of a circular plastics economy.",,,,,"Mamidi, Vishnuvardhan/PVD-2601-2026; KOPPERI, HARISHANKAR/HTR-5629-2023; Venkata Mohan, S/E-8305-2010","Mamidi, Vishnuvardhan/0009-0006-9103-4944; Venkata Mohan, S/0000-0001-5564-4135",,,,,,,,,,,,,1463-9262,1463-9270,,,,FEB 17,2025,27.0,8,,,,,2359,2373,,10.1039/d4gc04985c,0.0,,JAN 2025,,,,,,,,,,,WOS:001413834800001,0,1,1,7.65,False
